ID,Question_1,Combined_Answer_1,Question_2,Combined_Answer_2,Question_3,Combined_Answer_3,Question_4,Combined_Answer_4,Question_5,Combined_Answer_5,Question_6,Combined_Answer_6
TEST_506,What can you see in the image?,"ball, man, net, volleyball, volleyball player",What is the image that contains?,"ball, blur, volleyball",Who is the person in the image?,"man, player",What does the image contain?,"ball, volleyball",Where is the image located?,"beach, court",Where does the image appear?,"beach, court, on court, volleyball court"
TEST_507,What can you see in the image?,camel,What is the image that contains?,"camel, desert",Who is the person in the image?,no one,What does the image contain?,"camel, desert",Where is the image located?,desert,Where does the image appear?,desert
TEST_508,What can you see in the image?,"baseball, baseball game, home plate",What is the image that contains?,"baseball, batter",Who is the person in the image?,"baseball player, baseball players",What does the image contain?,baseball,Where is the image located?,"baseball field, field, stadium, stands",Where does the image appear?,"baseball field, baseball stadium"
TEST_509,What can you see in the image?,"couch, man",What is the image that contains?,"couch, living room",Who is the person in the image?,man,What does the image contain?,"couch, living room, man",Where is the image located?,living room,Where does the image appear?,living room
TEST_510,What can you see in the image?,"girl, woman",What is the image that contains?,"bicyclist, lake, water",Who is the person in the image?,"girl, woman",What does the image contain?,"bicyclist, girl, park, woman riding bike",Where is the image located?,"park, pond",Where does the image appear?,"park, pond"
TEST_511,What can you see in the image?,"family, frisbee, mother and child, people",What is the image that contains?,"family, frisbee, sand",Who is the person in the image?,"family, woman",What does the image contain?,"family, frisbee, people, sun",Where is the image located?,beach,Where does the image appear?,beach
TEST_512,What can you see in the image?,"building, mountain, pagoda",What is the image that contains?,"mountain, scenery, shadow, temple",Who is the person in the image?,"man, monk, tourist, tourists",What does the image contain?,"building, mountain, pagoda, picture, scenery, temple",Where is the image located?,"china, courtyard, in courtyard, japan",Where does the image appear?,"china, in courtyard, japan"
TEST_513,What can you see in the image?,"building, mountain, pagoda",What is the image that contains?,"mountain, scenery, shadow, temple",Who is the person in the image?,"man, monk, tourist, tourists",What does the image contain?,"building, mountain, pagoda, picture, scenery, temple",Where is the image located?,"china, courtyard, in courtyard, japan",Where does the image appear?,"china, in courtyard, japan"
TEST_514,What can you see in the image?,waterfall,What is the image that contains?,waterfall,Who is the person in the image?,"nobody, photographer",What does the image contain?,waterfall,Where is the image located?,"jungle, pond",Where does the image appear?,"jungle, pond"
TEST_515,What can you see in the image?,man,What is the image that contains?,weight,Who is the person in the image?,trainer,What does the image contain?,"boxers, man, muscle, sumo, weight",Where is the image located?,arena,Where does the image appear?,"arena, gym, gymnasium"
TEST_516,What can you see in the image?,"girl, woman",What is the image that contains?,"bicyclist, lake, water",Who is the person in the image?,"girl, woman",What does the image contain?,"bicyclist, girl, park, woman riding bike",Where is the image located?,"park, pond",Where does the image appear?,"park, pond"
TEST_517,What can you see in the image?,"mountains, snow",What is the image that contains?,"mountain, mountains, snow",Who is the person in the image?,skier,What does the image contain?,mountains,Where is the image located?,mountain,Where does the image appear?,"mountain, mountains"
TEST_518,What can you see in the image?,"birthday, man, woman",What is the image that contains?,"balloons, birthday",Who is the person in the image?,"man, man and woman, woman",What does the image contain?,"balloons, birthday",Where is the image located?,kitchen,Where does the image appear?,"birthday party, kitchen"
TEST_519,What can you see in the image?,"fork, man, man in long sleeve, man in long sleeved shirt, pallet, pallets",What is the image that contains?,"boxes, pallet, warehouse",Who is the person in the image?,worker,What does the image contain?,"boxes, pallet, warehouse",Where is the image located?,warehouse,Where does the image appear?,warehouse
TEST_520,What can you see in the image?,"ice, ice skaters, people",What is the image that contains?,ice,Who is the person in the image?,man,What does the image contain?,ice,Where is the image located?,"ice, ice rink",Where does the image appear?,"ice, ice rink"
TEST_521,What can you see in the image?,"beach, lighthouse, sun",What is the image that contains?,"beach, lighthouse, sun",Who is the person in the image?,"crowd, pedestrians, photographer, surfer",What does the image contain?,"beach, lighthouse, sun",Where is the image located?,beach,Where does the image appear?,"beach, ocean"
TEST_522,What can you see in the image?,"cell phones, couple, group of people, man, people",What is the image that contains?,"cell phone, couple, group, picture",Who is the person in the image?,man,What does the image contain?,"couple, group, people, picture",Where is the image located?,park,Where does the image appear?,park
TEST_523,What can you see in the image?,"farm, house, train",What is the image that contains?,"barn, painting, steam, train",Who is the person in the image?,"conductor, no one",What does the image contain?,"farm, painting, train",Where is the image located?,"countryside, field",Where does the image appear?,"countryside, field"
